"ProjectID","ProjectDescription","TypeofWork","infra_type","Region","Province","Municipality","LegislativeDistrict","Longitude","Latitude","ABC","ContractCost","FundingYear","CompletionYear"
"P00820245LZ","Construction of Revetment Wall (Pampanga Delta Development Project), Barangay Capalangan, Phase II, Apalit, Pampanga","Construction of Revetment","Flood Control Structures","Region III","PAMPANGA","APALIT (PAMPANGA)","PAMPANGA (FOURTH LEGISLATIVE DISTRICT)",120.7617,14.93597,77200000,74883912.45,2024,2025
"P00726739LZ","Rehabilitation of Existing Dike along Rio Chico River (Rizal-Balanoy Section, Right Bank) Package 1, La Paz, Tarlac","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region III","TARLAC","LA PAZ (TARLAC)","TARLAC (THIRD LEGISLATIVE DISTRICT)",120.7618,15.41756,46059071.4,44466852.2,2023,2023
"P00736008LZ","Construction of Revetment at Iba, Hagonoy, Bulacan","Construction of Revetment","Flood Control Structures","Region III","BULACAN","HAGONOY (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.762186,14.878008,28949304.9,28949442.09,2023,2023
"P00726048LZ","Construction of Flood Control Structure along Buagao River (Left and Right Bank), Barangay San Lorenzo and Abaca, Bangui, Ilocos Norte","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","ILOCOS NORTE","BANGUI (ILOCOS NORTE)","ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT)",120.763519,18.535263,29399646.31,29399566.58,2023,2023
"P00838395LZ","Construction of Riverbank Protection Structure at Barangay Carillo, Hagonoy, Bulacan","Construction of Slope Protection Structure","Flood Control Structures","Region III","BULACAN","HAGONOY (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.76409,14.860888,77199986.3,77199918.56,2024,2024
"P00820967LZ","Construction of Lusakan SIP Protection Work, Sta. Cruz, Occidental Mindoro","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-B","DAVAO DEL SUR","SANTA CRUZ (DAVAO DEL SUR)","OCCIDENTAL MINDORO (LEGISLATIVE DISTRICT)",120.764927,13.062135,19600000,19598756.65,2024,2024
"P00845908LZ","Construction of Flood Control Structure along Banila and Allied River in Barangay Gonzales - Sta. Maria, Umingan, Pangasinan","Construction of Dike","Flood Control Structures","Region I","PANGASINAN","UMINGAN (PANGASINAN)","PANGASINAN (SIXTH LEGISLATIVE DISTRICT)",120.765151,15.9136,29700000,29635732.16,2024,2024
"P00620978LZ","Construction of Flood Control Structure along Viray River, Brgy. Magallanes - Libertad, Tayug, Pangasinan","Construction of Revetment","Flood Control Structures","Region I","PANGASINAN","TAYUG (PANGASINAN)","PANGASINAN (SIXTH LEGISLATIVE DISTRICT)",120.76533,16.0231,4.9e+07,47518542.66,2022,2022
"P00823356LZ","Constructionmprovement of Flood Mitigation Structure at Carillo, Hagonoy, Bulacan","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","BULACAN","HAGONOY (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.765576,14.860424,77199919.57,77199909.53,2024,2024
"P00561499LZ","Construction of Manicbel Flood Control, Sallapadan, Abra","Construction of Flood Mitigation Structure","Flood Control Structures","Cordillera Administrative Region","ABRA","","ABRA (LEGISLATIVE DISTRICT)",120.76561,17.45582,97999929.55,96500000,2021,2022
"P00838384LZ","Construction of Riverbank Protection Structure at Barangay Abulalas, Hagonoy, Bulacan","Construction of Slope Protection Structure","Flood Control Structures","Region III","BULACAN","HAGONOY (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.765717,14.853498,77199985.83,77199988.25,2024,2024
"P00561458LZ","Construction of Baguyos Flood Control at Barangay Colalo, Mankayan, Benguet","Construction of Flood Mitigation Structure","Flood Control Structures","Cordillera Administrative Region","BENGUET","","BENGUET (LEGISLATIVE DISTRICT)",120.76584,16.91813,96486192.7,96500000,2021,2022
"P00823367LZ","Construction of Slope Protection Works along Guagua River (Betis Section), Phase 2, Betis, Guagua, Pampanga","Construction of Slope Protection Structure","Flood Control Structures","Region III","PAMPANGA","GUAGUA (PAMPANGA)","PAMPANGA (SECOND LEGISLATIVE DISTRICT)",120.63724,14.9752,96499033.02,96493832.58,2024,2024
"P00820684LZ","Construction of Flood Control Structure along Padsan River, Barangay 17 San Felipe, Sarrat, Ilocos Norte (Phase 2)","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","ILOCOS NORTE","SARRAT (ILOCOS NORTE)","ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT)",120.637518,18.124573,48999925.42,48999922.21,2024,2024
"P00631238LZ","Construction of San Antonio-Concepcion Dike Road, Bacolor, Pampanga","Construction of Dike","Flood Control Structures","Region III","PAMPANGA","BACOLOR (PAMPANGA)","PAMPANGA (THIRD LEGISLATIVE DISTRICT)",120.637863,15.0373,46500000,44174884,2022,2022
"P00632840LZ","Construction of Concrete Slope Protection Structure along Sapangbalen Creek (Sta. 11+803 to Sta. 12+504 R/D), Barangay Sto. Rosario, Magalang, Pampanga","Construction of Slope Protection Structure","Flood Control Structures","Region III","PAMPANGA","MAGALANG (PAMPANGA)","PAMPANGA (FIRST LEGISLATIVE DISTRICT)",120.63815,15.26762,19597956.57,18974602.76,2022,2022
"P00630942LZ","Improvement of Slope Protection Structures along Abacan Creek (Downstream), Sta. 0 + 000 - Sta. 1 + 960, Pampanga","Rehabilitation / Major Repair of Slope Protection Structure","Flood Control Structures","Region III","PAMPANGA","ANGELES CITY (PAMPANGA)","PAMPANGA (FIRST LEGISLATIVE DISTRICT)",120.6387,15.1507,58791612.58,57866110.17,2022,2022
"P00726515LZ","Construction of groundsill with reinforced concrete slope protection along Parua river, downstream of San Francisco Bridge, Concepcion, Tarlac","Construction of Groundsill","Flood Control Structures","Region III","TARLAC","CONCEPCION (TARLAC)","TARLAC (THIRD LEGISLATIVE DISTRICT)",120.6395778,15.29363333,86849910.65,86826737.78,2023,2023
"P00742374LZ","Construction of Slope Protection with Steel Sheet Pile Foundation along Inerangan River (Package D) Ramos, Tarlac","Construction of Slope Protection Structure","Flood Control Structures","Region III","TARLAC","RAMOS (TARLAC)","TARLAC (FIRST LEGISLATIVE DISTRICT)",120.639642,15.663564,14850000,14850000,2023,2023
"P00921072LZ","Construction of Flood Control Structures along Susubaen Creek (Segment 41), Ramos, Tarlac","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","TARLAC","RAMOS (TARLAC)","TARLAC (FIRST LEGISLATIVE DISTRICT)",120.6398,15.68414167,4.9e+07,47496290.56,2025,2025
"P00742343LZ","Construction of Slope Protection along Labuan River (Guagua-Minalin Road), Sta. Ursula Section, Betis, Guagua, Pampanga","Construction of Slope Protection Structure","Flood Control Structures","Region III","PAMPANGA","GUAGUA (PAMPANGA)","PAMPANGA (SECOND LEGISLATIVE DISTRICT)",120.6401,14.9513,29699359.49,29694402.01,2023,2023
"P00845995LZ","Construction of Drainage Structure, Brgy. Cabaducan West, Nampicuan, Nueva Ecija","Construction of Drainage Structure","Flood Control Structures","Region III","NUEVA ECIJA","NAMPICUAN (NUEVA ECIJA)","NUEVA ECIJA (FIRST LEGISLATIVE DISTRICT)",120.640115,15.741164,4950000,4900504,2024,2024
"P00740305LZ","Construction of Toon-San Gregorio Flood Control Structure, La Paz, Abra","Construction of Flood Mitigation Structure","Flood Control Structures","Cordillera Administrative Region","ABRA","LA PAZ (ABRA)","ABRA (LEGISLATIVE DISTRICT)",120.641207,17.633533,144749968.2,144747500,2023,2023
"P00637009LZ","Construction of Toon-San Gregorio Flood Control, La Paz, Abra","Construction of Flood Mitigation Structure","Flood Control Structures","Cordillera Administrative Region","ABRA","LA PAZ (ABRA)","ABRA (LEGISLATIVE DISTRICT)",120.641215,17.633869,96499992.73,96497000,2022,2022
"P00631239LZ","Construction of San Vicente-San Antonio Dike Road, Bacolor, Pampanga","Construction of Dike","Flood Control Structures","Region III","PAMPANGA","BACOLOR (PAMPANGA)","PAMPANGA (THIRD LEGISLATIVE DISTRICT)",120.641692,15.028542,4.9e+07,47284965.33,2022,2022
"P00839466LZ","Construction of Salangsang Flood Control Structure, La Paz, Abra","Construction of Flood Mitigation Structure","Flood Control Structures","Cordillera Administrative Region","ABRA","LA PAZ (ABRA)","ABRA (LEGISLATIVE DISTRICT)",120.64203,17.65513,144750000,148497500.8,2024,2024
"P00726175LZ","Construction of Concrete Slope Protection along Dalan Bapor, Santa Monica, Sasmuan, Pampanga","Construction of Slope Protection Structure","Flood Control Structures","Region III","PAMPANGA","SASMUAN (SEXMOAN) (PAMPANGA)","PAMPANGA (SECOND LEGISLATIVE DISTRICT)",120.6421,14.922717,29399219.48,29392979.38,2023,2023
"P00561514LZ","Construction of Sinalang Flood Control, Peñarrubia, Abra","Construction of Flood Mitigation Structure","Flood Control Structures","Cordillera Administrative Region","ABRA","","ABRA (LEGISLATIVE DISTRICT)",120.6421683,17.555281,97999990,96497036.15,2021,2022
"P00821301LZ","Rehabilitation of Existing Dike along O'Donnell River (Bueno Section, Left Bank), Phase 7, Capas, Tarlac","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region III","TARLAC","CAPAS (TARLAC)","TARLAC (THIRD LEGISLATIVE DISTRICT)",120.64223,15.28118,96499518.55,96497427.33,2024,2024
"P00526057LZ","Rehabilitaiton of Existing Dike along Tinang Creek, Concepcion, Tarlac","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region III","TARLAC","","TARLAC (THIRD LEGISLATIVE DISTRICT)",120.6426,15.38,14699370.29,14031745.6,2021,2022
"P00820679LZ","Construction of Flood Control Structure along Bislak River, Downstream Bridge, Barangay San Ramon, Vintar, Ilocos Norte","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","ILOCOS NORTE","VINTAR (ILOCOS NORTE)","ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT)",120.644013,18.236678,24499913.15,24499910.02,2024,2024
"P00820863LZ","Construction of Slope Protection Structure along Susubaen Creek (Segment A), Ramos, Tarlac","Construction of Slope Protection Structure","Flood Control Structures","Region III","TARLAC","RAMOS (TARLAC)","TARLAC (FIRST LEGISLATIVE DISTRICT)",120.6447139,15.68147222,4.9e+07,5e+07,2024,2024
"P00632839LZ","Construction of Concrete Slope Protection along Sapangbalen Creek, Station 11+103 to Station 11+803 (R/D), Sto. Rosario, Magalang, Pampanga","Construction of Slope Protection Structure","Flood Control Structures","Region III","PAMPANGA","MAGALANG (PAMPANGA)","PAMPANGA (FIRST LEGISLATIVE DISTRICT)",120.6448,15.25897,19597353.47,19589296.02,2022,2022
"P00740360LZ","Construction of Slope Protection Structure along Sapang Balen Creek, Barangays Bundagul to San Ildefonso, Magalang and Mabalacat, Pampanga","Construction of Slope Protection Structure","Flood Control Structures","Region III","PAMPANGA","MAGALANG (PAMPANGA)","PAMPANGA (FIRST LEGISLATIVE DISTRICT)",120.644961,15.2593,62710621.21,62698462.89,2023,2023
"P00824639LZ","Construction of Flood Mitigating Structure along Padsan River, Barangay Santo Tomas, Sarrat, Ilocos Norte","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","ILOCOS NORTE","SARRAT (ILOCOS NORTE)","ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT)",120.644966,18.13363,39199950.6,39199934.38,2024,2024
"P00639417LZ","Construction of Flood Control Dike along Kabuayan Creek, Burgos, Ilocos Norte","Construction of Dike","Flood Control Structures","Region I","ILOCOS NORTE","BURGOS (ILOCOS NORTE)","ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT)",120.6451521,18.510282,48999686.33,48251876.53,2022,2023
"P00742376LZ","Construction of Slope Protection with Steel Sheet Pile Foundation along Masalasa Creek, Tarlac City (Package C)","Construction of Slope Protection Structure","Flood Control Structures","Region III","TARLAC","CITY OF TARLAC (CAPITAL) (TARLAC)","TARLAC (SECOND LEGISLATIVE DISTRICT)",120.645881,15.477636,74250000,73134542.26,2023,2023
"P00726042LZ","Construction of Flood Control Structure along Padsan River, Downstream Sarrat Br., Leftbank, Sto. Tomas, Sarrat, Ilocos Norte","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","ILOCOS NORTE","SARRAT (ILOCOS NORTE)","ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT)",120.6462167,18.13146389,39199472.83,39198999.12,2023,2023
"P00639442LZ","Construction (Completion) of Flood Control Structure at Gumatdang River (Near Abanes Residence), Itogon, Benguet","Construction of Flood Mitigation Structure","Flood Control Structures","Cordillera Administrative Region","BENGUET","ITOGON (BENGUET)","BENGUET (LEGISLATIVE DISTRICT)",120.646861,16.379505,1960000,1957356.76,2022,2022
"P00740612LZ","Construction of Slope Protection along Betis River, Sta. Ines Section, Guagua, Pampanga","Construction of Slope Protection Structure","Flood Control Structures","Region III","PAMPANGA","GUAGUA (PAMPANGA)","PAMPANGA (SECOND LEGISLATIVE DISTRICT)",120.646878,14.981354,29398018.42,28663290.77,2023,2023
"P00639359LZ","Construction of Slope Protection Structure along Betis River and its Tributaries at Guagua, Pampanga","Construction of Slope Protection Structure","Flood Control Structures","Region III","PAMPANGA","GUAGUA (PAMPANGA)","PAMPANGA (SECOND LEGISLATIVE DISTRICT)",120.64692,14.98122,96499993.68,96491313.16,2022,2022
"P00637023LZ","Construction of Slope Protection Structure, Sacobia-Bamban River, Left Bank, Brgy. San Francisco, Concepcion, Tarlac","Construction of Slope Protection Structure","Flood Control Structures","Region III","TARLAC","CONCEPCION (TARLAC)","TARLAC (THIRD LEGISLATIVE DISTRICT)",120.64723,15.29988,96499518.84,93169679.22,2022,2022
"P00561505LZ","Construction of Patiao Flood Control, Peñarrubia, Abra","Construction of Flood Mitigation Structure","Flood Control Structures","Cordillera Administrative Region","ABRA","","ABRA (LEGISLATIVE DISTRICT)",120.6474033,17.5548233,97999951.72,96497024.03,2021,2022
"P00839588LZ","Construction of Drainage Structure, Tangle, Mexico, Pampanga","Construction of Drainage Structure","Flood Control Structures","Region III","PAMPANGA","MEXICO (PAMPANGA)","PAMPANGA (THIRD LEGISLATIVE DISTRICT)",120.647974,15.170215,6930000,6562708.65,2024,2024
"P00637026LZ","Rehabilitation/Improvement of Guagua River, Sta. Ursula-San Rafael, Guagua, Pampanga","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region III","PAMPANGA","GUAGUA (PAMPANGA)","PAMPANGA (SECOND LEGISLATIVE DISTRICT)",120.647989,14.965544,96499419.88,96476999.14,2022,2022
"P00726394LZ","Construction of Flood Control Structure along Abra Major River Basin (Phase II), Cabaroan, Tayum, Abra","Construction of Flood Mitigation Structure","Flood Control Structures","Cordillera Administrative Region","ABRA","TAYUM (ABRA)","ABRA (LEGISLATIVE DISTRICT)",120.6483,17.62142,96499879.44,96500000,2023,2023
"P00742364LZ","Construction of Reinforced Concrete Slope Protection along Sapang Balen River, Sitio Mapiña, Magalang, Pampanga","Construction of Slope Protection Structure","Flood Control Structures","Region III","PAMPANGA","MAGALANG (PAMPANGA)","PAMPANGA (FIRST LEGISLATIVE DISTRICT)",120.648385,15.260963,19777019.85,19797019.05,2023,2023
"P00740321LZ","Construction of River Control with Groundsill along Sapangbalen Creek (left dike) at Barangay San Roque and Barangay Santa Maria, Mabalacat City, Pampanga","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","PAMPANGA","MABALACAT CITY (PAMPANGA)","PAMPANGA (FIRST LEGISLATIVE DISTRICT)",120.648385,15.260963,67541764.68,67541531.91,2023,2023
"P00727142LZ","Construction and Rehabilitation of Concrete Slope Protection along Quitangil Creek at Brgy La Paz, Magalang, Pampanga Phase 1","Construction of Slope Protection Structure","Flood Control Structures","Region III","PAMPANGA","MAGALANG (PAMPANGA)","PAMPANGA (FIRST LEGISLATIVE DISTRICT)",120.649679,15.225,48994284.98,48938390.76,2023,2023
"P00740322LZ","Construction of Concrete Slope Protection with Groundsill along Quitangil Creek at Barangay Santa Lucia, Magalang, Pampanga","Construction of Slope Protection Structure","Flood Control Structures","Region III","PAMPANGA","MAGALANG (PAMPANGA)","PAMPANGA (FIRST LEGISLATIVE DISTRICT)",120.6497,15.225,57890506.12,57889523.69,2023,2023
"P00637019LZ","Construction of Reinforced Concrete Slope Protection along Quitangil Creek, Magalang, Pampanga Sta. 13+310 to Sta. 14+452 (L/D)","Construction of Slope Protection Structure","Flood Control Structures","Region III","PAMPANGA","MAGALANG (PAMPANGA)","PAMPANGA (FIRST LEGISLATIVE DISTRICT)",120.649784251812,15.2249128582555,72368249.63,72354878.48,2022,2022
"P00838345LZ","Construction of Flood Control Structure along Sapangbalen Creek, Barangays Santo Niño to Santa Maria, Magalang, Pampanga","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","PAMPANGA","MAGALANG (PAMPANGA)","PAMPANGA (FIRST LEGISLATIVE DISTRICT)",120.6507,15.22588,72373866.69,72368655.53,2024,2024
"P00740623LZ","Construction of Drainage at Brgy. San Miguel to Brgy. San Isidro, Magalang, Pampanga","Construction of Drainage Structure","Flood Control Structures","Region III","PAMPANGA","MAGALANG (PAMPANGA)","PAMPANGA (FIRST LEGISLATIVE DISTRICT)",120.650744,15.225878,39191360.09,39189328.1,2023,2023
"P00726368LZ","Construction of Flood Mitigation Structure along Agno and Allied Rivers, Samon, Sta. Maria, Pangasinan","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","PANGASINAN","SANTA MARIA (PANGASINAN)","PANGASINAN (SIXTH LEGISLATIVE DISTRICT)",120.650855,15.926837,48250000,48249667.67,2023,2023
